Vec2(5.43, 6.70); very far to the right of the chair
Vec2(5.90, 6.94); somewhat far to the left side of the bottle
Vec2(5.00, 6.76); somewhat near to the left of the far end of the cup
Vec2(5.06, 6.26); not very far from the far edge of the bottle
Vec2(5.16, 6.36); not very far from the near end of the bottle
Vec2(5.79, 5.22); in the near half of the table surface
Vec2(5.12, 6.71); not very far in front of the near edge of the bottle
Vec2(5.30, 5.73); in the middle of the table
Vec2(5.27, 5.66); in the middle of the table
Vec2(5.41, 6.98); very far from the near end of the bottle
Vec2(5.86, 6.95); very far to the right side of the cup
Vec2(6.00, 5.32); not very near to the right of the far right corner of the bottle
Vec2(5.79, 5.10); in the right half of the table
Vec2(5.17, 5.86); not very near behind the middle of the table surface
Vec2(5.64, 5.25); in the near half of the table
Vec2(5.59, 6.96); on the table
Vec2(5.42, 6.54); not very far from the left edge of the bottle
Vec2(5.24, 5.21); not very near to the right of the right half of the cup
Vec2(5.07, 6.95); not very near behind the far right corner of the table
Vec2(5.37, 6.23); not very near in front of the far left corner of the bottle
Vec2(5.89, 5.13); in the table
Vec2(5.74, 6.42); not very near to the right of the center of the bottle
Vec2(5.62, 5.21); on the table
Vec2(5.40, 5.50); in the table
Vec2(5.70, 6.77); on the right half of the table surface
Vec2(5.33, 5.04); not very near to the center of the cup
Vec2(5.99, 6.52); in the right half of the table surface
Vec2(5.79, 5.62); on the table
Vec2(5.13, 6.24); not very far from the center of the bottle
Vec2(5.21, 5.74); not very far from the near right corner of the bottle
Vec2(5.52, 6.43); somewhat near to the left of the right half of the bottle
Vec2(5.98, 6.25); on the right half of the table
Vec2(5.58, 5.18); somewhat near to the right of the middle of the bottle
Vec2(5.33, 6.82); not very near to the left of the far end of the bottle
Vec2(5.16, 5.79); on the table surface
Vec2(5.74, 6.16); not very near in front of the near left corner of the bottle
Vec2(6.00, 6.57); somewhat far to the near right corner of the bottle
Vec2(5.48, 6.25); not very near from the center of the bottle
Vec2(5.34, 5.16); on the near half of the table surface
Vec2(5.02, 5.51); not very near to the left of the near edge of the table surface
Vec2(5.76, 5.87); not very near to the left of the right side of the table surface
Vec2(5.73, 5.63); somewhat far to the far end of the cup
Vec2(5.51, 5.66); not very far to the bottle
Vec2(5.37, 5.45); not very far behind the middle of the chair
Vec2(5.89, 6.09); not very far from the near right corner of the bottle
Vec2(5.76, 6.92); on the right half of the table surface
Vec2(5.84, 6.07); on the right half of the table
Vec2(5.93, 6.69); in the right half of the table surface
Vec2(5.83, 6.21); somewhat far in front of the near end of the cup
Vec2(5.75, 6.81); very far to the right of the near edge of the chair
Vec2(5.77, 5.85); not very near from the right edge of the bottle
Vec2(5.98, 6.20); not very far to the center of the bottle
Vec2(5.55, 5.99); not very far behind the middle of the chair
Vec2(5.89, 5.27); very far from the far side of the chair
Vec2(5.18, 5.09); not very near to the left of the far right corner of the table
Vec2(5.06, 5.70); very far to the left end of the chair
Vec2(5.01, 5.47); in the near half of the table
Vec2(5.78, 6.33); somewhat far behind the far half of the chair
Vec2(5.62, 6.13); on the middle of the table
Vec2(5.68, 5.84); not very near to the right of the left half of the table surface
Vec2(5.54, 5.88); not very near to the right side of the bottle
Vec2(5.84, 6.75); very far from the near end of the cup
Vec2(5.93, 6.73); on the table surface
Vec2(5.56, 5.01); somewhat near behind the left half of the cup
Vec2(5.50, 5.59); somewhat far to the cup
Vec2(5.44, 6.46); not very near to the right of the middle of the cup
Vec2(5.74, 6.39); on the right half of the table
Vec2(5.04, 6.50); very far from the near right corner of the cup
Vec2(5.20, 6.18); on the table surface
Vec2(5.54, 5.68); in the middle of the table surface
Vec2(5.88, 5.87); on the table surface
Vec2(5.72, 6.67); somewhat far from the bottle
Vec2(5.01, 5.37); on the left half of the table
Vec2(5.55, 5.17); not very far from the left side of the bottle
Vec2(5.55, 5.65); somewhat near to the left of the far half of the bottle
Vec2(5.66, 6.02); not very near to the right of the center of the table surface
Vec2(5.06, 5.47); in the left half of the table surface
Vec2(5.25, 6.63); somewhat far from the near left corner of the bottle
Vec2(5.13, 6.62); not very far in front of the near end of the bottle
Vec2(5.11, 5.69); in the table surface
Vec2(5.64, 5.28); not very far behind the near edge of the chair
Vec2(5.46, 5.60); not very far to the left edge of the bottle
Vec2(5.76, 6.93); on the table surface
Vec2(5.61, 5.49); somewhat far to the far left corner of the bottle
Vec2(5.79, 6.88); very far in front of the near half of the cup
Vec2(5.07, 6.71); not very near to the left of the left edge of the bottle
Vec2(5.46, 5.03); not very far behind the left half of the bottle
Vec2(5.59, 6.21); somewhat far to the right of the left edge of the chair
Vec2(5.91, 6.30); not very far from the bottle
Vec2(5.28, 6.01); in the far half of the table surface
Vec2(5.86, 6.66); somewhat far in front of the center of the cup
Vec2(5.74, 5.26); in the right half of the table surface
Vec2(5.99, 6.76); not very near to the left of the right edge of the table surface
Vec2(5.34, 6.23); not very near to the near left corner of the bottle
Vec2(5.28, 6.07); somewhat far to the right of the near side of the chair
Vec2(5.74, 6.13); on the middle of the table surface
Vec2(5.31, 5.72); in the middle of the table surface
Vec2(5.89, 5.99); very far from the far end of the cup
Vec2(5.39, 6.81); not very far in front of the near left corner of the table
Vec2(5.56, 6.85); very far from the near right corner of the cup
Vec2(5.69, 6.52); in the table surface
Vec2(5.64, 6.81); somewhat near to the right of the bottle
Vec2(5.18, 5.61); somewhat far to the near end of the cup
Vec2(5.46, 6.20); not very near to the far left corner of the bottle
Vec2(5.55, 5.38); on the table
Vec2(5.84, 5.51); on the table surface
Vec2(5.06, 6.20); not very far to the far left corner of the bottle
Vec2(5.52, 6.25); on the far half of the table surface
Vec2(5.14, 5.08); not very near from the left edge of the cup
Vec2(5.72, 5.60); not very far to the right of the center of the cup
Vec2(5.02, 6.07); not very far from the middle of the cup
Vec2(5.00, 6.67); somewhat far to the left side of the cup
Vec2(5.52, 6.56); not very far behind the chair
Vec2(5.49, 6.42); in the left half of the table
Vec2(5.36, 5.42); in the near half of the table surface
Vec2(5.31, 6.08); on the table
Vec2(5.54, 6.26); on the middle of the table
Vec2(5.78, 6.58); not very near to the right of the center of the bottle
Vec2(5.15, 6.72); somewhat far to the near left corner of the bottle
Vec2(5.59, 6.45); in the table surface
Vec2(5.49, 6.07); somewhat near to the left of the far end of the bottle
Vec2(5.07, 5.78); on the near half of the table surface
Vec2(5.15, 6.27); in the table surface
Vec2(5.61, 6.44); on the far half of the table surface
Vec2(5.71, 5.29); on the near half of the table surface
Vec2(5.06, 5.48); on the table surface
Vec2(5.27, 5.67); not very far to the left side of the cup
Vec2(5.16, 6.98); not very far to the left of the far right corner of the table
Vec2(5.89, 6.10); not very far from the near left corner of the bottle
Vec2(5.80, 5.97); not very far in front of the cup
Vec2(5.82, 6.61); not very near in front of the right edge of the bottle
Vec2(5.00, 5.84); not very far in front of the right side of the cup
Vec2(5.14, 5.18); somewhat near in front of the left edge of the cup
Vec2(5.72, 5.91); in the right half of the table
Vec2(5.79, 5.33); not very near in front of the far right corner of the cup
Vec2(5.47, 6.84); somewhat far from the right edge of the bottle
Vec2(5.71, 5.33); somewhat far to the cup
Vec2(5.92, 5.80); on the near half of the table
Vec2(5.68, 6.34); on the table surface
Vec2(5.52, 5.21); not very near in front of the near half of the cup
Vec2(5.03, 5.27); not very near behind the left end of the chair
Vec2(5.71, 6.58); not very far to the far left corner of the bottle
Vec2(5.08, 5.97); somewhat near behind the center of the table
Vec2(5.39, 5.07); on the near half of the table surface
Vec2(5.64, 5.09); somewhat near to the right of the right side of the bottle
Vec2(5.64, 6.09); in the middle of the table surface
Vec2(5.77, 5.98); not very near from the near right corner of the bottle
Vec2(5.41, 6.39); not very far to the center of the bottle
Vec2(5.46, 5.82); on the middle of the table
Vec2(5.70, 5.67); in the middle of the table
Vec2(5.68, 6.02); not very far in front of the middle of the cup
Vec2(5.61, 6.08); on the middle of the table
Vec2(5.99, 5.71); not very far behind the far half of the table
Vec2(5.07, 6.85); in the far half of the table surface
Vec2(5.30, 6.60); not very near to the right of the far edge of the cup
Vec2(5.83, 6.61); in the table surface
Vec2(5.75, 6.25); not very far behind the right half of the chair
Vec2(5.48, 6.82); somewhat far to the center of the bottle
Vec2(5.36, 5.59); not very far to the near left corner of the bottle
Vec2(5.83, 5.87); in the table surface
Vec2(5.80, 6.12); not very far to the right of the left side of the table
Vec2(5.59, 5.09); in the table surface
Vec2(5.28, 5.17); in the near half of the table
Vec2(5.43, 6.98); somewhat near to the left of the far edge of the table
Vec2(5.10, 5.17); not very near to the left of the right side of the bottle
Vec2(5.42, 5.23); in the near half of the table
Vec2(5.46, 5.65); not very near behind the center of the table surface
Vec2(5.09, 6.92); very far from the center of the cup
Vec2(5.13, 5.53); not very near in front of the middle of the cup
Vec2(5.42, 6.55); very far to the far edge of the cup
Vec2(5.14, 5.98); not very far to the near edge of the bottle
Vec2(5.24, 5.35); in the left half of the table
Vec2(5.36, 6.06); on the left half of the table surface
Vec2(5.24, 6.26); somewhat far to the left side of the cup
Vec2(5.60, 6.95); not very near behind the far right corner of the table
Vec2(5.46, 6.79); somewhat near to the left of the center of the bottle
Vec2(5.62, 5.06); not very far behind the right half of the bottle
Vec2(5.28, 6.56); in the far half of the table surface
Vec2(5.89, 6.76); on the right half of the table
Vec2(5.88, 5.94); in the near half of the table surface
Vec2(5.32, 6.05); not very near to the left of the near half of the bottle
Vec2(5.17, 6.85); on the table surface
Vec2(5.50, 6.50); very far from the near edge of the cup
Vec2(5.69, 5.78); in the table
Vec2(5.34, 5.57); not very near behind the far edge of the bottle
Vec2(5.97, 6.94); on the far half of the table
Vec2(5.68, 5.63); not very far to the right edge of the bottle
Vec2(5.82, 6.59); in the far half of the table surface
Vec2(5.18, 5.62); somewhat near to the right of the right side of the cup
Vec2(5.32, 5.62); in the left half of the table surface
Vec2(5.35, 5.69); not very near to the right of the right edge of the cup
Vec2(5.06, 5.59); on the table
Vec2(5.09, 6.09); not very far from the far right corner of the bottle
Vec2(5.34, 6.25); not very far behind the far right corner of the table surface
Vec2(5.77, 5.94); somewhat far to the right of the far edge of the chair
Vec2(5.29, 6.04); on the left half of the table
Vec2(5.66, 6.08); in the table
Vec2(5.76, 5.82); not very near to the right of the center of the bottle
Vec2(5.40, 6.27); not very near to the left of the center of the bottle
Vec2(5.34, 6.95); in the table
Vec2(5.35, 6.94); on the far half of the table surface
Vec2(5.84, 6.32); very far to the near left corner of the cup
Vec2(5.83, 5.60); in the table surface
Vec2(5.09, 5.77); not very far from the middle of the cup
Vec2(5.69, 5.08); somewhat far from the right edge of the cup
Vec2(5.63, 5.92); not very near to the right of the far end of the table
Vec2(5.24, 6.43); on the far half of the table surface
Vec2(5.04, 6.77); on the table
Vec2(5.05, 5.89); not very near behind the left side of the bottle
Vec2(5.19, 5.24); not very near from the right edge of the cup
Vec2(5.39, 5.05); in the table surface
Vec2(5.07, 6.44); somewhat far from the center of the bottle
Vec2(5.91, 6.34); not very near to the right of the near half of the bottle
Vec2(5.42, 5.60); not very far from the left side of the cup
Vec2(5.40, 6.13); not very near to the left of the right edge of the bottle
Vec2(5.22, 5.76); not very far from the far right corner of the bottle
Vec2(5.97, 6.23); not very near to the far end of the bottle
Vec2(5.94, 6.65); somewhat far to the right edge of the bottle
Vec2(5.94, 5.70); in the right half of the table
Vec2(5.49, 6.80); very far to the right of the near right corner of the chair
Vec2(5.16, 5.14); not very near in front of the near end of the cup
Vec2(5.34, 5.79); not very near from the right side of the bottle
Vec2(5.58, 5.68); not very far to the far right corner of the bottle
Vec2(5.97, 5.07); on the near half of the table surface
Vec2(5.91, 6.07); not very far from the center of the bottle
Vec2(5.51, 5.49); on the right half of the table surface
Vec2(5.37, 6.81); very far from the far right corner of the cup
Vec2(5.55, 5.40); somewhat far from the left edge of the bottle
Vec2(5.99, 6.21); on the right half of the table surface
Vec2(5.72, 5.62); not very near behind the near left corner of the bottle
Vec2(5.38, 6.73); somewhat far from the left edge of the bottle
Vec2(5.77, 5.48); not very far from the left side of the bottle
Vec2(5.82, 6.25); not very near in front of the near edge of the bottle
Vec2(6.00, 6.39); in the table
Vec2(5.29, 5.04); very far to the left edge of the bottle
Vec2(5.97, 6.11); not very near to the right of the middle of the table surface
Vec2(5.40, 5.88); somewhat far to the right of the middle of the chair
Vec2(5.49, 6.34); not very near to the far left corner of the bottle
Vec2(5.61, 5.00); very far behind the far edge of the table
Vec2(5.88, 5.90); not very near to the bottle
Vec2(5.46, 6.29); not very near to the right of the near edge of the cup
Vec2(5.12, 7.00); very far in front of the far end of the cup
Vec2(5.48, 5.13); on the near half of the table surface
Vec2(5.98, 6.31); on the table
Vec2(5.69, 6.51); not very far from the middle of the bottle
Vec2(5.12, 6.10); not very far from the near left corner of the bottle
Vec2(5.99, 6.38); on the right half of the table
Vec2(5.98, 6.60); on the far half of the table
Vec2(5.24, 5.84); not very far in front of the left edge of the cup
Vec2(5.77, 5.23); on the near half of the table surface
Vec2(5.86, 5.35); somewhat far from the near end of the cup
Vec2(5.79, 6.64); very far to the near side of the chair
Vec2(5.51, 5.06); somewhat near to the left of the left edge of the bottle
Vec2(5.69, 6.07); in the middle of the table surface
Vec2(5.12, 5.53); not very near behind the chair
Vec2(5.21, 6.68); in the far half of the table
Vec2(5.67, 6.89); in the table
Vec2(5.73, 5.03); somewhat far from the middle of the bottle
Vec2(5.52, 5.05); in the table
Vec2(5.74, 6.28); somewhat far in front of the far right corner of the cup
Vec2(5.27, 5.76); in the table
Vec2(5.35, 5.17); on the table surface
Vec2(5.10, 6.95); very far from the middle of the bottle
Vec2(5.02, 6.26); not very far to the left of the right half of the table
Vec2(5.75, 5.91); not very near behind the center of the bottle
Vec2(5.16, 5.75); not very far in front of the right edge of the cup
Vec2(5.90, 6.39); not very far from the near right corner of the bottle
Vec2(5.13, 5.96); not very far from the far right corner of the bottle
Vec2(5.53, 5.75); on the middle of the table surface
Vec2(5.50, 5.28); in the left half of the table surface
Vec2(5.44, 6.17); by the far left corner of the bottle
Vec2(5.37, 5.37); somewhat far to the far right corner of the bottle
Vec2(5.40, 5.30); in the table
Vec2(5.91, 5.94); on the near half of the table
Vec2(5.62, 5.61); somewhat far from the cup
Vec2(5.36, 6.03); very far to the center of the chair
Vec2(5.69, 6.15); somewhat near in front of the bottle
Vec2(5.98, 5.08); not very far to the right of the near edge of the cup
Vec2(5.42, 5.41); somewhat far from the right edge of the bottle
Vec2(5.02, 5.56); not very near to the left of the far edge of the table
Vec2(5.72, 5.52); not very far behind the chair
Vec2(5.29, 5.10); not very near from the far end of the cup
Vec2(5.40, 5.90); not very far in front of the center of the cup
Vec2(5.03, 5.84); not very far to the left of the right side of the table surface
Vec2(5.06, 5.96); somewhat far from the far end of the cup
Vec2(5.97, 6.88); on the right half of the table surface
Vec2(5.48, 5.82); not very near to the right of the cup
Vec2(5.72, 6.75); in the right half of the table
Vec2(5.23, 6.91); not very near to the left of the near end of the bottle
Vec2(5.03, 5.46); in the table surface
Vec2(5.16, 6.54); on the far half of the table surface
Vec2(5.11, 6.31); not very near to the left of the near right corner of the cup
Vec2(5.36, 6.29); in the left half of the table surface
Vec2(5.30, 6.89); somewhat near to the right of the far right corner of the cup
Vec2(5.92, 6.43); not very near to the left of the right side of the table surface
Vec2(5.23, 5.42); not very far from the far right corner of the cup
Vec2(5.88, 6.68); not very near to the right of the center of the bottle
Vec2(5.59, 6.79); not very far in front of the far edge of the bottle
Vec2(5.50, 5.58); somewhat far to the near right corner of the cup
Vec2(5.06, 5.92); not very near from the middle of the bottle
Vec2(5.74, 6.20); not very far to the right of the far edge of the cup
Vec2(5.03, 6.47); somewhat far from the right side of the bottle
Vec2(5.27, 5.45); in the table surface
Vec2(5.95, 5.44); somewhat far to the near end of the bottle
Vec2(5.69, 5.88); on the table surface
Vec2(5.12, 6.58); somewhat far from the center of the cup
Vec2(5.71, 5.11); on the table surface
Vec2(5.50, 6.67); somewhat far to the bottle
Vec2(5.38, 6.86); very far in front of the middle of the cup
Vec2(5.43, 6.92); on the left half of the table
Vec2(5.15, 5.43); on the near half of the table
Vec2(5.05, 5.91); in the table surface
Vec2(5.23, 6.15); not very far in front of the near half of the table
Vec2(5.58, 5.13); not very far to the middle of the bottle
Vec2(5.78, 6.89); not very near to the right of the near half of the table surface
Vec2(5.74, 5.43); not very far to the right of the chair
Vec2(5.02, 5.99); somewhat near to the right of the far left corner of the cup
Vec2(5.66, 5.36); somewhat far to the near right corner of the bottle
Vec2(5.19, 5.73); not very near behind the middle of the table surface
Vec2(5.19, 5.97); not very far from the far edge of the bottle
Vec2(6.00, 5.85); not very near to the right of the far right corner of the bottle
Vec2(5.32, 5.01); not very near to the center of the cup
Vec2(6.00, 5.71); somewhat near to the right of the right side of the table
Vec2(5.13, 5.78); in the table surface
Vec2(5.40, 6.83); not very far in front of the near edge of the bottle
Vec2(5.49, 7.00); in the left half of the table surface
Vec2(5.35, 6.81); somewhat far from the near end of the bottle
Vec2(5.65, 5.70); not very near to the right side of the bottle
Vec2(5.03, 6.14); in the far half of the table
Vec2(5.04, 6.02); not very near behind the near side of the chair
Vec2(5.42, 6.69); not very far behind the far side of the chair
Vec2(5.89, 6.98); very far to the right of the far left corner of the chair
Vec2(5.37, 5.71); not very near to the left of the far right corner of the table surface
Vec2(5.71, 5.75); on the right half of the table surface
Vec2(5.95, 6.09); not very far to the far edge of the bottle
Vec2(5.27, 6.45); not very near in front of the far right corner of the bottle
Vec2(5.17, 6.73); not very near to the right of the left half of the cup
Vec2(5.68, 5.60); not very far to the far edge of the bottle
Vec2(5.17, 6.83); on the left half of the table
Vec2(5.68, 5.37); on the near half of the table
Vec2(5.90, 5.71); not very near to the right of the right edge of the bottle
Vec2(5.27, 6.30); somewhat far to the right of the near left corner of the table
Vec2(5.66, 6.24); not very near to the near right corner of the bottle
Vec2(5.64, 6.76); not very far in front of the near right corner of the bottle
Vec2(5.70, 6.09); not very far in front of the far end of the cup
Vec2(5.16, 6.18); very far from the cup
Vec2(5.63, 5.06); somewhat near to the right of the right half of the bottle
Vec2(5.08, 6.29); not very near in front of the bottle
Vec2(5.36, 5.46); somewhat far to the middle of the bottle
Vec2(5.19, 6.51); not very near to the left of the bottle
Vec2(5.77, 6.44); on the right half of the table
Vec2(5.90, 5.06); very far from the near side of the chair
Vec2(5.70, 6.61); not very near in front of the left side of the table
Vec2(5.48, 6.95); in the table
Vec2(5.02, 6.96); on the far half of the table
Vec2(5.29, 6.43); on the left half of the table
Vec2(5.51, 6.40); not very near in front of the far left corner of the bottle
Vec2(5.87, 5.70); not very far from the near right corner of the bottle
Vec2(5.73, 6.87); in the far half of the table
Vec2(5.71, 6.08); not very near from the left side of the bottle
Vec2(5.94, 6.29); not very far from the left side of the bottle
Vec2(5.76, 5.07); not very near in front of the near right corner of the cup
Vec2(5.94, 5.21); somewhat far behind the far left corner of the chair
Vec2(5.00, 5.66); somewhat near to the left of the far end of the cup
Vec2(5.19, 6.34); not very far from the near end of the bottle
Vec2(5.71, 5.16); not very near in front of the right edge of the cup
Vec2(5.51, 6.68); somewhat near to the left of the far half of the bottle
Vec2(5.09, 5.59); on the near half of the table
Vec2(5.95, 5.15); very far to the far end of the bottle
Vec2(5.50, 6.31); on the far half of the table surface
Vec2(5.01, 6.05); somewhat near to the right of the left edge of the cup
Vec2(5.41, 6.69); on the table
Vec2(5.75, 6.66); not very far to the right of the near edge of the cup
Vec2(5.98, 5.98); in the right half of the table surface
Vec2(5.08, 5.73); not very near to the left of the far edge of the table
Vec2(5.02, 5.46); not very far to the center of the cup
Vec2(5.71, 6.14); not very near from the center of the bottle
Vec2(5.81, 6.51); in the right half of the table
Vec2(5.52, 6.58); somewhat near to the left of the near edge of the bottle
Vec2(5.96, 6.91); on the table
Vec2(5.11, 5.10); somewhat near in front of the center of the cup
Vec2(5.03, 6.74); very far to the far end of the cup
Vec2(5.68, 5.43); in the near half of the table surface
Vec2(5.83, 6.29); in the table
Vec2(5.13, 5.56); very far from the far left corner of the chair
Vec2(5.16, 5.47); not very far from the near edge of the cup
Vec2(5.08, 6.04); on the far half of the table
Vec2(5.59, 5.13); not very far from the right side of the bottle
Vec2(5.53, 6.57); not very far from the left edge of the bottle
Vec2(5.12, 6.96); not very near behind the near edge of the chair
Vec2(5.29, 5.44); not very near to the right of the right side of the cup
Vec2(5.79, 6.50); not very far from the near left corner of the bottle
Vec2(5.75, 6.28); on the right half of the table
Vec2(5.72, 6.55); not very near in front of the middle of the bottle
Vec2(5.71, 6.32); not very near to the right edge of the bottle
Vec2(5.88, 5.12); somewhat far to the middle of the bottle
Vec2(5.25, 6.20); not very near to the far left corner of the bottle
Vec2(5.99, 6.09); not very near from the near end of the bottle
Vec2(5.91, 6.45); in the right half of the table surface
Vec2(5.04, 6.66); on the table
Vec2(5.74, 6.39); in the middle of the table
Vec2(5.74, 6.41); not very near to the right of the near right corner of the cup
Vec2(5.08, 6.25); very far to the near right corner of the chair
Vec2(5.88, 5.46); not very near behind the middle of the table surface
Vec2(5.99, 6.94); somewhat far behind the left end of the chair
Vec2(5.62, 5.57); somewhat near to the right of the left edge of the bottle
Vec2(5.19, 6.30); on the far half of the table
Vec2(5.44, 6.72); in the left half of the table surface
Vec2(5.10, 5.03); at the cup
Vec2(5.48, 6.12); somewhat near in front of the center of the table
Vec2(5.29, 6.69); on the far half of the table
Vec2(5.97, 5.84); not very far to the right of the middle of the cup
