Vec2(0.10, 1.45) ; not far from the far edge
Vec2(0.70, 0.95) ; not far from the middle
Vec2(0.54, 0.88) ; kind of near the middle
Vec2(0.43, 0.25) ; sort of close to the middle
Vec2(0.60, 0.72) ; not quite close to the left side
Vec2(0.27, 0.34) ; not really close to the right edge
Vec2(0.23, 0.12) ; sort of far from the middle
Vec2(0.94, 0.86) ; not far from the right side
Vec2(0.88, 1.76) ; not far from the right edge
Vec2(0.14, 0.56) ; not near the lower left corner
Vec2(0.97, 1.36) ; not quite far from the right edge
Vec2(0.70, 1.57) ; really far from the middle
Vec2(0.85, 0.12) ; very far from the lower right corner
Vec2(0.87, 0.61) ; very far from the right edge
Vec2(0.98, 1.86) ; close to the right side
Vec2(0.98, 1.92) ; not very far from the right edge
Vec2(0.17, 0.14) ; somewhat near the near edge
Vec2(0.97, 0.38) ; quite near the right side
Vec2(0.92, 0.38) ; not far from the right edge
Vec2(0.48, 0.83) ; not far from the middle
Vec2(0.77, 0.14) ; nearly at the right side
Vec2(0.00, 1.59) ; at the left side
Vec2(0.04, 0.43) ; somewhat near the left side
Vec2(0.06, 0.86) ; nearly at the left side
Vec2(0.95, 0.84) ; somewhat close to the right side
Vec2(0.96, 0.39) ; at the right side
Vec2(0.24, 1.98) ; not very far from the far end
Vec2(0.30, 0.10) ; not far from the near edge
Vec2(0.92, 1.33) ; at the right edge
Vec2(0.95, 1.83) ; near the right side
Vec2(0.14, 0.38) ; near the left edge
Vec2(0.33, 1.55) ; very far from the far edge
Vec2(0.49, 0.73) ; not far from the middle
Vec2(0.51, 0.44) ; near the middle
Vec2(0.76, 0.58) ; not at the right edge
Vec2(0.37, 1.58) ; not close to the far end
Vec2(0.71, 1.81) ; very far from the upper left corner
Vec2(0.22, 0.53) ; somewhat near the left side
Vec2(0.45, 0.15) ; a bit close to the middle
Vec2(0.16, 1.74) ; nearly at the left edge
Vec2(0.30, 0.71) ; not far from the middle
Vec2(0.05, 0.85) ; not at the near end
Vec2(0.45, 1.33) ; really far from the center
Vec2(0.58, 0.41) ; not close to the near edge
Vec2(0.39, 0.72) ; not very far from the middle
Vec2(0.74, 0.77) ; somewhat near the right edge
Vec2(0.87, 0.49) ; not far from the right side
Vec2(0.19, 0.66) ; not at the left edge
Vec2(0.88, 0.72) ; a bit close to the right edge
Vec2(0.08, 1.65) ; not quite far from the left side
Vec2(0.37, 0.48) ; not near the middle
Vec2(0.87, 0.42) ; kind of far from the far edge
Vec2(0.29, 1.29) ; not quite near the upper left corner
Vec2(0.30, 0.42) ; not really near the center
Vec2(0.83, 0.08) ; at the near edge
Vec2(0.02, 1.48) ; quite close to the left side
Vec2(0.51, 0.92) ; very near the middle
Vec2(0.97, 0.70) ; sort of close to the right side
Vec2(0.11, 1.16) ; near the left edge
Vec2(0.78, 0.10) ; quite far from the right side
Vec2(0.56, 1.22) ; not really far from the middle
Vec2(0.42, 0.44) ; somewhat near the middle
Vec2(0.10, 1.62) ; not far from the left edge
Vec2(0.42, 0.41) ; far from the far end
Vec2(0.59, 1.31) ; not close to the far edge
Vec2(0.96, 1.91) ; far from the near edge
Vec2(0.35, 1.53) ; not very close to the center
Vec2(0.69, 0.16) ; close to the near edge
Vec2(0.33, 1.71) ; quite far from the far edge
Vec2(0.10, 1.34) ; not quite far from the left side
Vec2(0.57, 0.29) ; not really far from the middle
Vec2(0.38, 0.66) ; a bit close to the middle
Vec2(0.49, 0.22) ; not far from the middle
Vec2(0.45, 1.11) ; not at the right side
Vec2(0.19, 0.56) ; not far from the left side
Vec2(0.31, 1.05) ; not really close to the middle
Vec2(0.90, 1.68) ; at the right side
Vec2(0.18, 0.87) ; quite far from the left side
Vec2(0.80, 0.57) ; near the right edge
Vec2(0.71, 1.87) ; not far from the far edge
Vec2(0.14, 0.40) ; not at the left edge
Vec2(0.11, 0.36) ; not quite near the near end
Vec2(0.52, 1.67) ; a bit close to the middle
Vec2(0.54, 1.61) ; not far from the middle
Vec2(0.40, 0.93) ; near the middle
Vec2(0.49, 0.32) ; at the middle
Vec2(0.37, 0.71) ; quite near the middle
Vec2(0.09, 0.25) ; not far from the near edge
Vec2(0.39, 0.97) ; not quite far from the middle
Vec2(0.93, 1.99) ; not really far from the far end
Vec2(0.55, 1.06) ; not far from the middle
Vec2(0.85, 1.04) ; not far from the middle
Vec2(0.53, 0.57) ; near the middle
Vec2(0.67, 1.88) ; not far from the left side
Vec2(0.47, 1.05) ; close to the middle
Vec2(0.53, 1.09) ; not really far from the middle
Vec2(0.26, 0.14) ; not far from the left side
Vec2(0.94, 1.16) ; not very far from the right side
Vec2(0.36, 1.47) ; close to the middle
Vec2(0.31, 0.27) ; near the near end
Vec2(0.32, 0.01) ; not far from the near edge
Vec2(0.15, 1.16) ; not at the near end
Vec2(0.40, 1.41) ; not far from the far end
Vec2(0.24, 1.33) ; close to the left edge
Vec2(0.97, 0.96) ; near the middle
Vec2(0.14, 1.83) ; close to the far edge
Vec2(0.53, 0.73) ; not quite far from the middle
Vec2(0.40, 1.88) ; quite near the far end
Vec2(0.08, 1.91) ; not far from the left side
Vec2(0.90, 0.93) ; really far from the right side
Vec2(0.66, 0.37) ; not close to the far edge
Vec2(0.68, 1.60) ; not far from the left side
Vec2(0.87, 1.84) ; really far from the right side
Vec2(0.63, 1.18) ; not close to the right edge
Vec2(0.78, 0.56) ; not far from the middle
Vec2(0.07, 0.72) ; not very far from the left edge
Vec2(0.49, 0.24) ; at the middle
Vec2(0.39, 0.46) ; very far from the middle
Vec2(0.77, 1.24) ; very far from the middle
Vec2(0.91, 0.52) ; not near the lower left corner
Vec2(0.44, 1.88) ; kind of near the far edge
Vec2(0.37, 1.45) ; not close to the left edge
Vec2(0.50, 1.46) ; close to the middle
Vec2(0.48, 1.94) ; very far from the right edge
Vec2(0.47, 1.86) ; not far from the middle
Vec2(0.40, 1.64) ; nearly at the middle
Vec2(0.34, 1.76) ; not nearly at the left side
Vec2(0.29, 0.47) ; close to the middle
Vec2(0.89, 0.91) ; not near the far end
Vec2(0.51, 1.18) ; near the middle
Vec2(0.49, 0.27) ; not quite far from the middle
Vec2(0.18, 1.60) ; not far from the upper left corner
Vec2(0.49, 1.97) ; not far from the middle
Vec2(0.75, 1.62) ; not far from the far edge
Vec2(0.09, 0.97) ; not far from the middle
Vec2(0.94, 1.89) ; not far from the middle
Vec2(0.86, 1.52) ; nearly at the right edge
Vec2(0.47, 1.72) ; near the middle
Vec2(0.02, 0.37) ; near the left side
Vec2(0.66, 1.89) ; quite far from the middle
Vec2(0.69, 0.63) ; not near the middle
Vec2(0.78, 0.66) ; not far from the right side
Vec2(0.49, 0.10) ; close to the middle
Vec2(0.89, 0.25) ; really far from the near end
Vec2(0.93, 1.15) ; nearly at the right side
Vec2(0.35, 0.46) ; not at the middle
Vec2(0.74, 1.98) ; not far from the far end
Vec2(0.86, 0.53) ; quite far from the right edge
Vec2(0.92, 1.08) ; not far from the right edge
Vec2(0.37, 1.70) ; not far from the left side
Vec2(0.37, 1.12) ; somewhat near the middle
Vec2(0.79, 0.30) ; sort of far from the lower left corner
Vec2(0.06, 0.74) ; not far from the left side
Vec2(0.76, 0.46) ; not far from the lower right corner
Vec2(0.64, 0.51) ; not far from the center
Vec2(0.44, 0.39) ; near the middle
Vec2(0.79, 1.49) ; not far from the right side
Vec2(0.76, 0.72) ; near the middle
Vec2(0.16, 0.55) ; not at the left edge
Vec2(0.55, 0.22) ; sort of near the middle
Vec2(0.41, 1.64) ; near the middle
Vec2(0.97, 1.53) ; not really far from the right side
Vec2(0.98, 0.69) ; close to the right side
Vec2(0.37, 0.29) ; very far from the near edge
Vec2(0.19, 1.16) ; not far from the right side
Vec2(0.35, 1.64) ; kind of near the far end
Vec2(0.96, 1.78) ; kind of near the right edge
Vec2(0.14, 0.87) ; sort of near the middle
Vec2(0.10, 1.37) ; not far from the middle
Vec2(0.38, 0.55) ; near the middle
Vec2(0.81, 1.62) ; sort of close to the right edge
Vec2(0.48, 1.09) ; not far from the center
Vec2(0.94, 0.68) ; at the right edge
Vec2(0.64, 1.53) ; really far from the middle
Vec2(0.18, 1.94) ; not far from the far edge
Vec2(0.96, 0.76) ; nearly at the middle
Vec2(0.85, 0.58) ; close to the right side
Vec2(0.74, 1.14) ; somewhat close to the middle
Vec2(0.46, 1.29) ; near the middle
Vec2(0.17, 0.29) ; not close to the middle
Vec2(0.18, 0.95) ; quite near the middle
Vec2(0.79, 1.99) ; at the far end
Vec2(0.48, 1.85) ; at the middle
Vec2(0.36, 1.22) ; not far from the left edge
Vec2(0.67, 0.83) ; somewhat far from the near end
Vec2(0.49, 1.04) ; not quite far from the center
Vec2(0.42, 0.73) ; near the middle
Vec2(0.98, 0.52) ; nearly at the right edge
Vec2(0.08, 1.86) ; sort of near the left edge
Vec2(0.80, 1.66) ; not far from the right side
Vec2(0.55, 1.29) ; not very far from the middle
Vec2(0.07, 1.41) ; close to the left edge
Vec2(0.75, 1.29) ; sort of near the right edge
Vec2(0.61, 0.22) ; close to the near end
Vec2(0.91, 0.94) ; sort of near the middle
Vec2(0.79, 1.54) ; not close to the far end
Vec2(0.91, 0.46) ; at the right edge
Vec2(0.04, 1.15) ; really close to the left side
Vec2(0.18, 1.30) ; nearly at the left edge
Vec2(0.98, 1.92) ; somewhat close to the far end
Vec2(0.40, 0.51) ; near the middle
Vec2(0.09, 0.96) ; quite near the middle
Vec2(0.58, 1.92) ; not at the right side
Vec2(0.36, 0.80) ; not far from the middle
Vec2(0.13, 0.91) ; sort of near the left side
Vec2(0.93, 0.62) ; not really far from the right side
Vec2(0.03, 0.08) ; not really far from the left edge
Vec2(0.60, 0.33) ; not very close to the left side
Vec2(0.88, 1.26) ; not far from the right edge
Vec2(1.00, 1.90) ; not really far from the right side
Vec2(0.21, 1.89) ; quite near the far end
Vec2(0.86, 0.26) ; close to the right side
Vec2(0.31, 1.81) ; not far from the middle
Vec2(0.84, 1.74) ; very far from the right edge
Vec2(0.67, 1.18) ; very far from the middle
Vec2(0.17, 0.78) ; not far from the middle
Vec2(0.62, 1.83) ; kind of close to the right edge
Vec2(0.86, 1.69) ; not at the left side
Vec2(0.10, 0.21) ; kind of far from the far edge
Vec2(0.77, 1.80) ; very far from the far edge
Vec2(0.53, 1.51) ; very near the middle
Vec2(0.90, 0.16) ; not far from the near edge
Vec2(0.13, 1.37) ; not far from the far edge
Vec2(0.92, 0.57) ; at the right side
Vec2(0.30, 0.22) ; quite far from the near edge
Vec2(0.84, 1.43) ; sort of far from the lower left corner
Vec2(0.70, 0.83) ; not very near the middle
Vec2(0.18, 0.57) ; not at the right edge
Vec2(0.62, 0.92) ; not far from the middle
Vec2(0.65, 0.49) ; really far from the middle
Vec2(0.51, 0.02) ; quite near the near end
Vec2(0.71, 1.54) ; close to the right edge
Vec2(0.72, 1.73) ; close to the right edge
Vec2(0.94, 0.86) ; not really far from the right edge
Vec2(0.59, 1.17) ; at the middle
Vec2(0.05, 1.74) ; not quite far from the left edge
Vec2(0.88, 1.37) ; not quite near the far edge
Vec2(0.45, 1.88) ; at the far end
Vec2(0.38, 1.59) ; sort of near the middle
Vec2(0.94, 0.62) ; at the right edge
Vec2(0.09, 1.02) ; not quite far from the middle
Vec2(0.45, 0.56) ; not close to the near edge
Vec2(0.48, 1.03) ; near the middle
Vec2(0.57, 1.35) ; sort of close to the middle
Vec2(0.17, 0.09) ; not far from the near edge
Vec2(0.00, 0.55) ; not really far from the left edge
Vec2(0.88, 0.18) ; not far from the near end
Vec2(0.44, 0.07) ; not really far from the middle
Vec2(0.45, 0.52) ; not quite far from the middle
Vec2(0.08, 0.96) ; not far from the middle
Vec2(0.38, 0.67) ; very far from the middle
Vec2(0.45, 1.04) ; kind of close to the middle
Vec2(0.73, 1.38) ; not far from the middle
Vec2(0.33, 1.73) ; somewhat near the middle
Vec2(0.34, 0.42) ; not near the lower left corner
Vec2(0.20, 1.61) ; not far from the right edge
Vec2(0.39, 0.44) ; not nearly at the far end
Vec2(0.77, 0.36) ; not far from the right side
Vec2(0.96, 1.99) ; sort of close to the right edge
Vec2(0.46, 0.50) ; not near the right edge
Vec2(0.20, 0.30) ; not really near the near edge
Vec2(0.38, 0.54) ; not far from the middle
Vec2(0.37, 1.01) ; sort of close to the middle
Vec2(0.73, 1.15) ; kind of close to the middle
Vec2(0.97, 1.45) ; somewhat close to the right edge
Vec2(0.16, 0.94) ; not very far from the middle
Vec2(0.23, 0.42) ; really far from the near end
Vec2(0.77, 1.03) ; not far from the center
Vec2(0.62, 1.78) ; close to the far edge
Vec2(0.36, 1.89) ; really far from the left side
Vec2(0.86, 1.43) ; very far from the right edge
Vec2(0.13, 1.35) ; very far from the middle
Vec2(0.92, 1.59) ; not far from the right edge
Vec2(0.77, 0.18) ; nearly at the right side
Vec2(0.00, 0.12) ; not far from the left edge
Vec2(0.48, 1.74) ; not far from the middle
Vec2(0.46, 1.22) ; kind of near the middle
Vec2(0.34, 0.54) ; kind of near the middle
Vec2(0.12, 1.28) ; quite far from the left side
Vec2(0.92, 0.69) ; not far from the right side
Vec2(0.45, 1.68) ; near the middle
Vec2(0.37, 0.64) ; far from the upper left corner
Vec2(0.54, 0.49) ; near the middle
Vec2(0.22, 0.38) ; not far from the left edge
Vec2(0.55, 0.35) ; not very far from the middle
Vec2(0.48, 0.41) ; a bit close to the left edge
Vec2(0.01, 0.22) ; not quite far from the left side
Vec2(0.12, 0.90) ; sort of near the middle
Vec2(0.46, 0.62) ; not far from the middle
Vec2(0.63, 1.05) ; not very far from the middle
Vec2(0.90, 1.97) ; not far from the right side
Vec2(0.83, 0.30) ; not far from the lower left corner
Vec2(0.58, 0.19) ; really far from the near end
Vec2(0.48, 0.29) ; not very far from the middle
Vec2(0.92, 0.89) ; somewhat near the right side
Vec2(0.62, 0.92) ; at the center
Vec2(0.95, 0.56) ; not far from the near end
Vec2(0.95, 0.26) ; not quite far from the right edge
Vec2(0.56, 0.46) ; not far from the left side
Vec2(0.74, 1.29) ; not really near the far edge
Vec2(0.51, 0.73) ; not quite far from the middle
Vec2(0.77, 0.58) ; not quite near the near edge
Vec2(0.39, 0.51) ; very far from the middle
Vec2(0.37, 0.76) ; at the middle
Vec2(0.52, 1.15) ; quite near the middle
Vec2(0.01, 1.10) ; somewhat near the left side
Vec2(0.20, 1.46) ; close to the left edge
Vec2(0.34, 0.25) ; really far from the near end
Vec2(0.41, 1.14) ; not quite far from the middle
Vec2(0.32, 1.50) ; kind of near the left edge
Vec2(0.21, 0.40) ; not at the left edge
Vec2(0.60, 1.54) ; not at the right edge
Vec2(0.32, 0.36) ; not close to the center
Vec2(0.13, 1.48) ; really far from the left edge
Vec2(0.74, 0.94) ; very close to the middle
Vec2(0.56, 1.46) ; not really far from the middle
Vec2(0.19, 0.12) ; not far from the near edge
Vec2(0.29, 1.64) ; not far from the left edge
Vec2(0.30, 0.06) ; close to the near end
Vec2(0.91, 1.25) ; close to the right side
Vec2(0.85, 1.49) ; not far from the right side
Vec2(0.02, 1.36) ; not close to the middle
Vec2(0.25, 0.69) ; quite far from the middle
Vec2(0.33, 1.11) ; not far from the right side
Vec2(0.43, 0.39) ; very close to the middle
Vec2(0.06, 1.66) ; sort of close to the left edge
Vec2(0.06, 1.72) ; near the left side
Vec2(0.02, 0.43) ; not far from the left side
Vec2(0.20, 1.63) ; very far from the middle
Vec2(1.00, 0.01) ; at the right side
Vec2(0.41, 1.14) ; not far from the left side
Vec2(0.25, 0.10) ; very far from the left edge
Vec2(0.31, 0.07) ; at the near edge
Vec2(0.39, 1.33) ; sort of close to the middle
Vec2(0.47, 0.70) ; not far from the middle
Vec2(0.16, 0.63) ; not far from the right edge
Vec2(0.86, 1.04) ; at the right side
Vec2(0.93, 0.52) ; not far from the right side
Vec2(0.18, 0.63) ; really far from the middle
Vec2(0.69, 1.71) ; not far from the middle
Vec2(0.60, 1.97) ; near the far end
Vec2(0.85, 1.45) ; not quite near the center
Vec2(0.59, 0.43) ; close to the middle
Vec2(0.34, 1.25) ; not very near the center
Vec2(0.83, 0.16) ; not really near the lower right corner
Vec2(0.46, 0.90) ; not far from the center
Vec2(0.23, 0.23) ; sort of near the middle
Vec2(0.59, 0.94) ; very far from the center
Vec2(0.13, 1.61) ; really far from the center
Vec2(0.23, 1.54) ; not really close to the right side
Vec2(0.82, 0.64) ; not nearly at the center
Vec2(0.85, 0.43) ; not at the right side
Vec2(0.03, 0.89) ; not far from the left edge
Vec2(0.25, 0.69) ; not far from the middle
Vec2(0.59, 1.21) ; close to the middle
Vec2(0.69, 0.49) ; quite far from the middle
Vec2(0.55, 0.48) ; not at the center
Vec2(0.96, 0.39) ; not very far from the right edge
Vec2(0.08, 1.88) ; not very far from the left side
Vec2(0.77, 1.37) ; not far from the right side
Vec2(0.38, 1.54) ; not close to the upper left corner
Vec2(0.73, 1.73) ; not near the upper left corner
Vec2(0.70, 0.32) ; not far from the right side
Vec2(0.30, 0.53) ; very far from the left edge
Vec2(0.26, 1.20) ; really far from the left side
Vec2(0.60, 0.12) ; not quite far from the middle
Vec2(0.30, 1.08) ; really near the middle
Vec2(0.80, 1.87) ; quite far from the center
Vec2(0.20, 0.40) ; not quite near the left side
Vec2(0.43, 0.00) ; nearly at the near edge
Vec2(0.03, 0.31) ; not really far from the left edge
Vec2(0.60, 1.19) ; not far from the right edge
Vec2(0.92, 1.69) ; somewhat near the far edge
Vec2(0.12, 1.52) ; not close to the far edge
Vec2(0.01, 1.24) ; not very far from the left side
Vec2(0.16, 0.88) ; not far from the left side
Vec2(0.28, 1.86) ; somewhat near the middle
Vec2(0.07, 0.11) ; at the left side
Vec2(0.53, 1.41) ; at the middle
Vec2(0.63, 1.96) ; near the far edge
Vec2(0.17, 1.81) ; nearly at the left edge
Vec2(0.96, 1.14) ; kind of near the middle
Vec2(0.88, 0.59) ; near the right side
Vec2(0.56, 0.09) ; not far from the near end
Vec2(0.15, 1.39) ; far from the lower left corner
Vec2(0.74, 1.25) ; not at the far end
Vec2(0.89, 0.63) ; very close to the right edge
Vec2(0.62, 0.70) ; not far from the middle
Vec2(0.04, 1.86) ; nearly at the left side
Vec2(0.54, 1.35) ; not at the center
Vec2(0.98, 1.18) ; a bit close to the right edge
Vec2(0.39, 0.54) ; quite far from the lower right corner
Vec2(0.66, 0.11) ; not close to the right edge
Vec2(0.48, 1.26) ; kind of close to the middle
Vec2(0.80, 0.34) ; not at the right side
Vec2(0.43, 0.22) ; close to the middle
Vec2(0.01, 0.70) ; at the left side
Vec2(0.67, 1.92) ; near the far edge
Vec2(0.84, 0.17) ; close to the near edge
Vec2(0.63, 1.63) ; sort of close to the middle
Vec2(0.81, 1.21) ; not at the right side
Vec2(0.80, 1.39) ; not at the middle
Vec2(0.41, 1.75) ; sort of close to the middle
Vec2(0.93, 0.43) ; somewhat near the right side
Vec2(0.17, 1.26) ; not far from the right side
Vec2(0.35, 1.38) ; very far from the middle
Vec2(0.00, 1.88) ; not far from the left side
Vec2(0.83, 0.26) ; not at the right edge
Vec2(0.49, 0.55) ; not far from the middle
Vec2(0.74, 0.55) ; not at the near edge
Vec2(0.78, 1.82) ; not far from the middle
Vec2(0.64, 0.28) ; not close to the lower right corner
Vec2(0.77, 1.81) ; not far from the far end
Vec2(0.90, 0.38) ; at the right edge
Vec2(0.73, 0.41) ; kind of near the right edge
Vec2(0.57, 1.49) ; near the middle
Vec2(0.50, 0.43) ; sort of close to the middle
Vec2(0.16, 1.25) ; very far from the middle
Vec2(0.03, 0.67) ; really close to the left edge
Vec2(0.94, 1.08) ; at the right side
Vec2(0.94, 0.83) ; not far from the right edge
Vec2(0.30, 1.68) ; not close to the right edge
Vec2(0.54, 0.17) ; a bit close to the middle
Vec2(0.11, 0.50) ; very far from the left side
Vec2(0.68, 1.10) ; kind of near the right edge
Vec2(0.13, 0.64) ; really close to the left edge
Vec2(0.55, 0.88) ; not very close to the far edge
Vec2(0.26, 0.07) ; somewhat near the near edge
Vec2(0.03, 1.10) ; at the left edge
Vec2(0.26, 0.63) ; not at the middle
Vec2(0.70, 0.92) ; kind of close to the middle
Vec2(0.60, 1.01) ; close to the middle
Vec2(0.46, 0.21) ; not very far from the middle
Vec2(0.03, 0.98) ; not far from the left side
Vec2(0.99, 1.37) ; close to the right edge
Vec2(0.24, 1.06) ; not near the right side
Vec2(0.03, 1.39) ; not far from the left edge
Vec2(0.03, 1.70) ; a bit close to the left edge
Vec2(0.98, 1.53) ; not far from the right side
Vec2(0.92, 1.41) ; not near the middle
Vec2(0.93, 1.91) ; close to the upper right corner
Vec2(0.97, 1.88) ; at the right side
Vec2(0.03, 0.91) ; not far from the left edge
Vec2(0.53, 0.12) ; not close to the right edge
Vec2(0.89, 0.29) ; not very far from the right edge
Vec2(0.87, 0.26) ; really near the right edge
Vec2(0.48, 0.41) ; not quite far from the middle
Vec2(0.99, 1.21) ; not really far from the right edge
Vec2(0.42, 1.09) ; not very far from the middle
Vec2(0.95, 0.21) ; nearly at the right side
Vec2(0.10, 0.51) ; not quite far from the left edge
Vec2(0.62, 0.19) ; not at the near edge
Vec2(0.06, 0.74) ; not far from the left side
Vec2(0.41, 0.91) ; not far from the middle
Vec2(0.56, 0.69) ; kind of close to the middle
Vec2(0.19, 0.29) ; quite far from the near edge
Vec2(0.84, 1.31) ; very far from the middle
Vec2(0.56, 1.53) ; very far from the far end
Vec2(0.63, 1.94) ; not far from the middle
Vec2(0.81, 0.26) ; not far from the right side
Vec2(0.44, 0.95) ; nearly at the middle
Vec2(0.94, 0.93) ; really near the right edge
Vec2(0.21, 1.86) ; not far from the middle
Vec2(0.77, 0.42) ; not far from the middle
Vec2(0.42, 1.29) ; not really close to the left edge
Vec2(0.38, 1.09) ; really far from the lower right corner
Vec2(0.48, 1.76) ; quite near the middle
Vec2(0.19, 0.70) ; near the left edge
Vec2(0.04, 1.84) ; not quite far from the left side
Vec2(0.47, 1.42) ; not very far from the middle
Vec2(0.61, 1.70) ; close to the middle
Vec2(0.35, 1.24) ; kind of near the left edge
Vec2(0.33, 1.76) ; not quite close to the middle
Vec2(0.37, 0.78) ; near the middle
Vec2(0.27, 1.28) ; really far from the far end
Vec2(0.08, 1.43) ; not far from the left edge
Vec2(0.09, 1.59) ; not far from the left side
Vec2(0.88, 0.83) ; nearly at the right edge
Vec2(0.78, 1.12) ; really far from the right edge
Vec2(0.72, 0.55) ; not at the right edge
Vec2(0.06, 1.31) ; sort of near the left side
Vec2(0.82, 1.99) ; not far from the far end
Vec2(0.78, 1.95) ; near the upper right corner
Vec2(0.84, 1.01) ; nearly at the middle
Vec2(0.08, 0.16) ; not really far from the left edge
Vec2(0.92, 0.13) ; close to the near end
Vec2(0.65, 0.88) ; not far from the middle
Vec2(0.18, 0.93) ; somewhat close to the middle
Vec2(0.86, 0.54) ; a bit close to the right side
Vec2(0.72, 1.71) ; really far from the middle
Vec2(0.30, 0.98) ; not really far from the middle
Vec2(0.48, 1.65) ; near the middle
Vec2(0.92, 0.18) ; very far from the near end
Vec2(0.22, 1.28) ; somewhat close to the middle
Vec2(0.01, 0.05) ; not far from the left side
Vec2(0.10, 1.94) ; not really far from the far edge
Vec2(0.38, 1.84) ; quite far from the upper left corner
Vec2(0.07, 1.93) ; sort of close to the upper left corner
Vec2(0.39, 0.30) ; not far from the left edge
Vec2(0.65, 1.85) ; somewhat near the far edge
Vec2(0.38, 1.36) ; not far from the middle
Vec2(0.39, 1.85) ; really far from the left edge
Vec2(0.76, 0.21) ; not far from the near edge
Vec2(0.85, 0.79) ; really far from the middle
Vec2(0.27, 1.23) ; sort of far from the lower right corner
Vec2(0.37, 1.18) ; not at the near edge
Vec2(0.10, 1.98) ; close to the far edge
Vec2(0.62, 0.54) ; somewhat near the middle
Vec2(0.90, 1.11) ; very far from the right side
Vec2(0.71, 0.39) ; not near the near edge
Vec2(0.92, 1.11) ; not far from the middle
Vec2(0.27, 0.21) ; very far from the left side
Vec2(0.53, 0.50) ; kind of close to the middle
Vec2(0.82, 0.67) ; somewhat close to the center
Vec2(0.56, 1.49) ; very near the middle
Vec2(0.98, 0.40) ; not far from the right side
Vec2(0.48, 1.65) ; not far from the middle
Vec2(0.34, 0.87) ; not nearly at the upper right corner
Vec2(0.37, 1.49) ; not quite near the left edge
Vec2(0.96, 1.02) ; not really far from the middle
Vec2(0.78, 0.64) ; close to the middle
Vec2(0.14, 0.36) ; close to the left edge
Vec2(0.15, 1.63) ; not close to the far edge
Vec2(0.87, 1.91) ; close to the far edge
Vec2(0.66, 0.85) ; really far from the right side
Vec2(0.52, 0.45) ; not really far from the middle
Vec2(0.05, 1.11) ; kind of far from the far edge
Vec2(0.50, 0.83) ; somewhat close to the middle
Vec2(0.77, 0.42) ; not far from the right edge
Vec2(0.56, 0.39) ; not far from the middle
Vec2(0.18, 0.74) ; not far from the left edge
Vec2(0.14, 0.10) ; quite near the near end
Vec2(1.00, 0.57) ; close to the right edge
Vec2(0.39, 1.41) ; somewhat close to the middle
Vec2(0.19, 1.24) ; somewhat close to the left edge
Vec2(0.62, 0.91) ; really near the middle
Vec2(0.22, 1.92) ; near the far edge
Vec2(0.92, 0.69) ; not very far from the right side
Vec2(0.80, 0.76) ; quite far from the middle
Vec2(0.87, 1.19) ; somewhat close to the right edge
Vec2(0.73, 0.51) ; not far from the middle
Vec2(0.60, 1.17) ; not close to the far end
Vec2(0.90, 1.11) ; not very far from the right edge
Vec2(0.71, 0.37) ; not far from the right edge
Vec2(0.46, 0.40) ; not very far from the middle
Vec2(0.35, 0.83) ; at the middle
Vec2(0.09, 1.34) ; quite far from the center
Vec2(0.97, 1.90) ; very near the right edge
Vec2(0.63, 1.15) ; somewhat close to the center
